VARIABLE NAME                  | ADDRESS 
EEA_WRONG_ADR                  | 0x0192
EEP_FAST_INIT                  | 0x0000
EE_I2C                         | 0x0000
EE_PARAS                       | 0x0000
EE_RANGE_FAIL__BCC_STAT        | 0x0004
EE_RANGE_FAIL__DEF             | 0x0001
EE_RANGE_FAIL__INTBCC          | 0x0002
EM_EE_REDUND__RED_DEF          | 0x0010
EM_EE_REDUND__RED_FS           | 0x0004
EM_EE_REDUND__RED_INTBCC       | 0x0020
EM_EE_REDUND__RED_NFS          | 0x0008
EM_EE_REDUND__SELF             | 0x0003
ENAB_MASK                      | 0x00A0
ENAB_MASK_WD                   | 0x00A0
EPIONTSTDUR                    | 0x0006
FCODE_MAX                      | 0x0039
FCODE_NOT                      | 0x0038
FEHLER_DETAIL_EBENE            | 0x0000
FW_1FIRMW_H                    | 0x5748
FW_2FIRMW_L                    | 0x3131
FW_3RELEASE                    | 0x4141
FW_4APPL_H                     | 0x3932
FW_5APPL_L                     | 0x3841
FW_HARDWARE                    | 0x4131
GEC_AIN_REF                    | 0x0035
GEC_LDW_ARB                    | 0x002D
GEC_LDW_RUHE                   | 0x0020
GEC_N_NOK_LIMIT                | 0x002B
GEC_N_NOK_RUHE                 | 0x002C
GEC_N_NOK_VSP                  | 0x002B
GEC_N_NOK_ZUE_N                | 0x002B
GEC_PUHZ_SW                    | 0x0024
GENPOLY8SIG                    | 0x0021
HARD_52                        | 0x0000
HZ_HYS__NEG                    | 0x00F0
HZ_HYS__POS                    | 0x000F
HZ_KTND__D                     | 0x00FC
HZ_KTND__I                     | 0x0003
INFONR                         | 0x0000
INIT_TCYCL_0503                | 0x000A
INIT_TCYCL_0800                | 0x000B
INT_EEA_ID_CRC_BCC             | 0x00A5
INT_EEA_ID_CRC_BCC_2           | 0x00A8
INT_EEA_ID_NR_BCC              | 0x00A3
INT_EEA_ID_NR_BCC_1            | 0x00A4
INT_EEA_ID_NR_BCC_2            | 0x00A6
ION                            | 0x0000
ION_GRENZ                      | 0x007A
ION_TEILER                     | 0x0002
IPC_IO_MASK                    | 0x000F
KESS_BIT_MASK                  | 0x0070
KPMULFACT                      | 0x0032
KTNMULFACT                     | 0x000F
K_ID                           | 0x0050
K_NTC1                         | 0x0005
K_NTC2                         | 0x0007
LCON                           | 0xF3DD
LCRH                           | 0xF3DF
LCRL                           | 0xF3DE
L_EEAEPKDAT                    | 0x0036
L_EEA_CRC_BCC_INT              | 0x0002
L_EEA_MAIN_CRC                 | 0x0004
L_EEPROM                       | 0x00FF
L_EWIGEN_ZAEHLER               | 0x0014
L_FCODE_ZAEHLER                | 0x0048
L_FHIST                        | 0x0030
L_FS_PARA                      | 0x0016
L_ID_PARA_BCC                  | 0x000A
L_KES_DAT_CRC                  | 0x0036
L_PRUEF_DAT_CRC                | 0x0008
L_S5_DAT_CRC                   | 0x0027
MASKFSOUT                      | 0x000F
MAXIONTST0                     | 0x0005
MAX_OK                         | 0x0001
MAX_TAUTOSYN                   | 0x003D
MB_2_INIT                      | 0x0002
MINIONTST0                     | 0xFFFC
MINTVSOLL__SELF                | 0x007F
MINTVSOLL__TRLAUF              | 0x0080
MIN_TAUTOSYN                   | 0x0029
MXSTB_A                        | 0x0000
MX_RES_CYCL                    | 0x00FA
NCL100MSEC                     | 0x00C8
NCL1HRS                        | 0x00A8
NCL20SEC                       | 0x00B4
NFSOUT                         | 0x0004
NGPBS_AFAKT                    | 0x0001
NGPBS_FABTAST                  | 0x0007
NGPBS_IMPS                     | 0x0005
NGPBS_XWATOM                   | 0x0002
NG_DW_TOL                      | 0x0003
NG_GR_MIN__FABTAST             | 0x0080
NG_GR_MIN__FILT                | 0x0003
NG_GR_MIN__IMPS                | 0x0060
NG_INCR_DECR__DECR             | 0x00F0
NG_INCR_DECR__INCR             | 0x000F
NG_REG_ANPASS__SELF            | 0x000F
NG_REG_ANPASS__START           | 0x00F0
NIT_MAX                        | 0x00F3
NIT_MIN                        | 0x0045
NIT_SHORT                      | 0x0044
NM_INIT_BIT                    | 0x0001
NM_KALTSTART_BIT               | 0x0000
NM_NETZSTATUS_BIT              | 0x0004
NM_NORMAL_BIT                  | 0x0003
NM_NO_AUTOSYN                  | 0x0006
NM_RESET_BIT                   | 0x0002
NM_S7_RESET_BIT                | 0x0002
NM_STARTFLAG_BIT               | 0x0005
NM_TALK_EBUS_BIT               | 0x0007
NR_ACTIVATE_STATI              | 0x004F
NR_NG_BR_MIN                   | 0x0065
NSY11                          | 0x0003
NSY12                          | 0x0003
NTC1_BRUCH                     | 0x0008
NTC1_NTC2                      | 0x0040
NTC1_SCHLUSS                   | 0x0004
NTC1_TR_TST                    | 0x0001
NTC2_BRUCH                     | 0x0020
NTC2_SCHLUSS                   | 0x0010
NTC2_TR_TST                    | 0x0002
NTCYCL_0503                    | 0x001E
NTCYCL_0800                    | 0x001E
NTCYCL_EBUS_SCOM               | 0x003C
NTCYCL_EIG_QQ                  | 0x001E
NTCYCL_MAX                     | 0x001E
NTCYCL_QQ_M10                  | 0x001E
NTCYCL_QQ_M2                   | 0x001E
NTC_ERR_ZEIT                   | 0x0090
NTC_MAX                        | 0x00F8
NTC_MIN                        | 0x001E
NTC_TA_MAX                     | 0x00F1
NTC_TEMP_TOL                   | 0x0004
NTC_TOL_ZEIT                   | 0x00E1
N_50HZ_IN                      | 0x0006
OFFSET_NR_CCINFO_NR            | 0x0070
OFFSET_NR_CC_RELAESE           | 0x0071
OFFSET_NR_CRC                  | 0x0077
OFFSET_NR_FW1                  | 0x0072
OFFSET_NR_FW2                  | 0x0073
OFFSET_NR_FW3                  | 0x0074
OFFSET_NR_FW4                  | 0x0075
OFFSET_NR_FW5                  | 0x0076
OS_XC886                       | 0x0000
P0_DIR                         | 0x0086
PH_TST_T1                      | 0x0059
PNL_HZ__BETRART                | 0x0080
PNL_HZ__PDL                    | 0x0080
PNL_HZ__SELF                   | 0x007F
PORT_PAGE                      | 0x00B2
PU_TAKT__PAUSE                 | 0x000F
PU_TAKT__PULS                  | 0x00F0
P_HZTHTWWSOLL_MAX              | 0x0041
P_HZTHTWWSOLL_MIN              | 0x000F
P_KOTHTWWSOLL_MAX              | 0x003F
P_KOTHTWWSOLL_MIN              | 0x0028
P_LPG__BETRIEB                 | 0x00F0
P_LPG__START                   | 0x000F
QAC_MAX                        | 0x00EB
QAC_MIN                        | 0x002E
QAC_SHORT                      | 0x002F
QQ_M1                          | 0x0000
QQ_M10                         | 0x00F1
QQ_M11                         | 0x0003
QQ_M2                          | 0x0010
QQ_M25                         | 0x00FF
RAMROM                         | 0x0000
RECORD                         | 0x0008
REF_FUSE                       | 0x0005
REF_MAX_OFF                    | 0x00C1
REF_MAX_ON                     | 0x00B7
REF_MIN_OFF                    | 0x0078
REF_MIN_ON                     | 0x007F
REGBANK_TASK_2                 | 0x0010
REGBNK_TASK_1                  | 0x0008
REGBNK_TASK_2                  | 0x0010
REGB_TIRP                      | 0x0018
RES_CNT_OFF                    | 0x0004
RES_MAX_TIME                   | 0x0032
ROM_END_L                      | 0x0019
ROM_PAGES                      | 0x00BF
RST1                           | 0x00D0
RST3                           | 0x00F0
RX_BUF_LEN                     | 0x0019
RX_QQ_M2                       | 0x0001
RX_XRAM_BUSY_BIT               | 0x0000
SCHEDULE_TAKT                  | 0x0064
SEL_IN_1_2__1                  | 0x000F
SEL_IN_1_2__2                  | 0x00F0
SEL_IN_3_4__3                  | 0x000F
SEL_IN_3_4__4                  | 0x00F0
SEL_PR_1_2__1                  | 0x000F
SEL_PR_1_2__2                  | 0x00F0
SEL_PR_3_4__3                  | 0x000F
SEL_PR_3_4__4                  | 0x00F0
SFR_IO                         | 0x0000
SPEICHER_TIEFE                 | 0x0006
SST1                           | 0x0090
SST3                           | 0x00B0
STOEREC                        | 0x0000
SYS_TAKT                       | 0x02EE
T2_ARBIT_1                     | 0xFEFF
T2_ARBIT_2                     | 0xFE89
TBOOST                         | 0x0004
TBOOSTRES                      | 0x0003
TBRMINOFF__ERDGAS              | 0x0080
TBRMINOFF__SELF                | 0x007F
TCVZZ                          | 0x0001
TFRS_A__REST                   | 0x00E0
TFRS_A__SELF                   | 0x001F
TIDLE_R2                       | 0x0002
TTOL__NON_ZERO_CHECK           | 0x00F8
TTOL__SW_CONTR                 | 0x0007
TWARTEQQ                       | 0x011D
TX_EIG_QQ                      | 0x0000
TX_QQ_M11                      | 0x0000
USER                           | 0x0000
V24_KM_ADR_DEFAULT             | 0x007D
V24_KM_ADR_DEFAULT             | 0x0005
V24_KM_ADR_MAX                 | 0x0005
V24_KM_ADR_MAX_SCOM            | 0x0005
V24_KM_ADR_SCOM_DEFAULT        | 0x007D
V24_TECHOHW                    | 0x0006
VAR_900                        | 0x0000
WAIT_A_1                       | 0x008A
WAIT_A_2                       | 0x0045
WW_HYS__NEG                    | 0x00F0
WW_HYS__POS                    | 0x000F
XRAM_PAGE_DEFAULT              | 0x00F0
YPWMGEBLMIN                    | 0x0C73
YPWMMAX                        | 0xF905
ZST_ENABLE                     | 0x0007
ZST_QQ_EIG                     | 0x0000
ZST_QQ_M10                     | 0x0002
ZST_QQ_M10_BIT                 | 0x0002
ZST_QQ_M2                      | 0x0001

--- External RAM (XRAM) ---
ABREGELTEMP                    | 0xF087
AIN_0_10V                      | 0xF077
AIN_0_10VAD                    | 0xF076
AIN_ANAIN6AD                   | 0xF07A
AIN_ANAIN7AD                   | 0xF07B
AIN_ERR_MASK                   | 0xF095
AIN_REF                        | 0xF0D9
AIN_REF_I                      | 0xF0DB
AIN_REF_U                      | 0xF0DA
AIN_STB                        | 0xF078
AIN_STBA                       | 0xF079
AIN_WPAD                       | 0xF075
ALARM_TIMER                    | 0xF080
ANAIN4AD                       | 0xF0D8
ANF_WR_KESS_P                  | 0xF0BC
AbgSS_cnt                      | 0xF063
Anlagen_Druck_cnt              | 0xF0E3
BetrArt                        | 0xF056
CNTDTMaxWT                     | 0xF061
CNTF_CODE_1X                   | 0xF0B5
CNTF_CODE_2X                   | 0xF0B6
CNTF_CODE_6X                   | 0xF0B7
CNTGFASTART                    | 0xF0E5
CNTGradTVist                   | 0xF06D
CNTTW                          | 0xF045
CNT_15MIN_TKKB                 | 0xF0BD
CNT_1_5MIN_RETRY_KLAPPE        | 0xF0A4
CNT_DECGAP                     | 0xF085
CNT_GDW_LDW                    | 0xF0E4
CNT_KASK_REL                   | 0xF082
CNT_MB_2_TO_EEPROM             | 0xF08A
CNT_NTC_ERR                    | 0xF098
CNT_NTC_TOL                    | 0xF097
CNT_REF_OK                     | 0xF081
CNT_W89                        | 0xF09D
CntAusg1                       | 0xF06F
DEBUG_VAR_1                    | 0xF0A6
DEBUG_VAR_2                    | 0xF0A7
DL_Comf_Soll                   | 0xF070
DL_HYS_TH_OFF_                 | 0xF03B
DL_HYS_TH_ON_                  | 0xF05A
DL_TH_OFF_SEC                  | 0xF03E
DL_TH_OFF_SEC_MAX_             | 0xF052
DL_TVIST_NGMIN_SEC             | 0xF04E
DL_XW_NGMAX_                   | 0xF069
DL_XW_NGMIN_                   | 0xF066
DL_Y_VORST                     | 0xF0AD
DTVIST                         | 0xF06C
EBUS_ACK                       | 0xF037
EBUS_ERROR                     | 0xF001
EE_ERR_STATUS                  | 0xF0C1
EE_RANGE_FAIL                  | 0xF0B9
EM_EE_REDUND                   | 0xF0B8
EPIONNULL_INV                  | 0xF0A0
FDE_XRAM                       | 0xF08D
FE_CNT                         | 0xF084
HZZUSTBM_2                     | 0xF09F
ICL20SEC_BON                   | 0xF07F
INIT_ORDER_BYTE                | 0xF088
ISECFEPRESSED                  | 0xF086
MERK_NG_RAMPE                  | 0xF0DF
MIN_BR_OFF_VL_ESTB_RL          | 0xF0A1
MKESSSTATUSBM                  | 0xF0BF
MODI_NGSOLL                    | 0xF0DE
MODULATIONSGRAD                | 0xF0B2
M_5023_CRC                     | 0xF0C8
Min_nGsoll                     | 0xF071
NDTMaxWT                       | 0xF057
NGKORR                         | 0xF0DC
NG_REG_FAKT                    | 0xF0DD
NM_SOLL_KONF_M10               | 0xF0D0
NM_SOLL_KONF_M2                | 0xF0CF
NM_TX_ADR                      | 0xF0C2
NTC1_AD                        | 0xF09B
NTC1_TEMP                      | 0xF099
NTC2_AD                        | 0xF09C
NTC2_TEMP                      | 0xF09A
N_DTMax_VL_eSTB                | 0xF04D
PNL_HZcnt                      | 0xF054
PNL_WWcnt                      | 0xF05B
P_CODE                         | 0xF0BE
PuPWM_tempoffset               | 0xF06B
RX_BUFFER_END                  | 0xF036
RX_DB1                         | 0xF020
RX_DB10                        | 0xF029
RX_DB12                        | 0xF02B
RX_DB14                        | 0xF02D
RX_DB16                        | 0xF02F
RX_DB18                        | 0xF031
RX_DB2                         | 0xF021
RX_DB20                        | 0xF033
RX_DB3                         | 0xF022
RX_DB4                         | 0xF023
RX_DB5                         | 0xF024
RX_DB6                         | 0xF025
RX_DB7                         | 0xF026
RX_DB8                         | 0xF027
RX_NN                          | 0xF01F
RX_OFFSET_CNT                  | 0xF035
RX_PB                          | 0xF01D
RX_QQ                          | 0xF01B
RX_SB                          | 0xF01E
RX_TX_ZUSTAND                  | 0xF0C3
RX_XRAM                        | 0xF01B
RX_XRAM_END                    | 0xF035
RX_ZZ                          | 0xF01C
SA_Th                          | 0xF053
SECBROFF                       | 0xF0B3
SERVICEBETR_VIA_CUI_U8         | 0xF0A5
SIPHON_OSZ_CNT                 | 0xF096
TABGAD                         | 0xF07E
TALK_EBUS                      | 0xF038
TAUSSAD                        | 0xF073
TA_FILTER                      | 0xF0AF
TA_MITTEL                      | 0xF0B1
TCYCL_0503                     | 0xF0E8
TCYCL_0800                     | 0xF0E9
TCYCL_EIG_QQ                   | 0xF0CD
TCYCL_MAX                      | 0xF0CA
TCYCL_QQ_M10                   | 0xF0CC
TCYCL_QQ_M2                    | 0xF0CB
TCYCL_TALK_EBUS                | 0xF0CE
TRLISTAD                       | 0xF074
TRLIST_2                       | 0xF0A9
TRList_start_FL                | 0xF060
TVIST_2                        | 0xF0AA
TVSOLL_HS                      | 0xF0C0
TVist_start_FL                 | 0xF03D
TVsoll_WUT                     | 0xF05F
TWEICHEAD                      | 0xF07D
TWEICHEIST                     | 0xF07C
TWEICHEIST_EXTERN              | 0xF0A3
TWEICHEIST_INTERN              | 0xF0A2
TWWISTAD                       | 0xF072
TWWIST_2                       | 0xF0A8
TWW_DLPLUS                     | 0xF0AB
TX_ANF_05                      | 0xF0C4
TX_ANF_07                      | 0xF0C7
TX_ANF_08                      | 0xF0C9
TX_ANF_50                      | 0xF0C5
TX_ANF_FE                      | 0xF0C6
TX_ANF_FF                      | 0xF0C6
TX_BUFFER_END                  | 0xF000
TX_DB1                         | 0xF007
TX_DB2                         | 0xF008
TX_DB3                         | 0xF009
TX_DB4                         | 0xF00A
TX_DB5                         | 0xF00B
TX_DB6                         | 0xF00C
TX_DBX                         | 0xF00D
TX_NN                          | 0xF006
TX_PB                          | 0xF004
TX_QQ                          | 0xF002
TX_SB                          | 0xF005
TX_XRAM                        | 0xF002
TX_ZZ                          | 0xF003
TXist                          | 0xF03C
T_SYN                          | 0xF039
V24_DELAY_TIMER                | 0xF03A
VARIANTE                       | 0xF0E6
VAR_VERBRAUCHER                | 0xF083
WR_KESS_P_HILF                 | 0xF0BA
WR_KESS_P_HILF2                | 0xF0BB
WW_DURCHFL                     | 0xF0AC
YTVREG                         | 0xF08B
Z_IonOffdmueA                  | 0xF0D6
Z_IonOndmueA                   | 0xF0D4
Z_IondmueA                     | 0xF0D5
cntConfig                      | 0xF04A
cntFlaStabHZ                   | 0xF041
cntGDW                         | 0xF051
cntGDWtime                     | 0xF068
cntLDW_Versuche                | 0xF065
cntSoft                        | 0xF06E
cnt_HZ_SW_Versuche             | 0xF0E1
cnt_Klappe                     | 0xF0E2
cnt_sw_fc41                    | 0xF04C
cnt_tTvGradient                | 0xF047
dT_Abtastzeit                  | 0xF058
dT_VLRL_Filter                 | 0xF04F
delta                          | 0xF0D2
dtWWist                        | 0xF064
icl1HrsKick                    | 0xF049
ihilf                          | 0xF042
max_nGsoll                     | 0xF046
minWUTzeit                     | 0xF03F
prevTVist                      | 0xF059
prev_tWWist_2                  | 0xF050
scHilf                         | 0xF067
secFCodeW                      | 0xF062
secWWbetr                      | 0xF048
step_Klappe                    | 0xF0E0
tMinCombi                      | 0xF040
ucHilf                         | 0xF06A
uk1                            | 0xF044
yDT1                           | 0xF05D
z_count                        | 0xF0D1
z_last_signal                  | 0xF0D7

--- EOF ---
